"","species"
"4629","Polygonum convolvulus L."
"4630","Symphyotrichum puniceum (L.) Á. Löve & D. Löve"
"4631","Thalictrum dasycarpum Fisch. & Avé-Lall."
"4632","Carex prairea Dewey ex Alph. Wood"
"4633","Eutrochium maculatum (L.) E.E. Lamont"
"4634","Saxifraga pensylvanica L."
"4635","Caltha palustris L."
"4636","Glyceria canadensis (Michx.) Trin."
"4637","Scutellaria galericulata L."
"4638","Calla sp."
"4639","Callitriche stagnalis Scop."
"4640","Scirpus atrocinctus Fernald"
"4641","Rumex orbiculatus A. Gray"
"4642","Dulichium arundinaceum (L.) Britton"
"4643","Carex gynandra Schwein."
"4644","Lysimachia thyrsiflora L."
"4645","Ribes lacustre (Pers.) Poir."
"4646","Lonicera spp."
"4647","Ribes spp."
"4648","Galium spp."
"4649","Packera sp."
"4650","Thuja sp."
"4651","Matteuccia sp."
"4652","Dryopteris ×triploidea Wherry"
"4653","Menyanthes sp."
"4654","Carex magellanica Lam."
"4655","Kalmia polifolia Wangenh."
"4656","Carex lacustris Willd."
"4657","Larix sp."
"4658","Lysimachia quadriflora Sims"
"4659","Circaea ×intermedia Ehrh. (pro sp.)"
"4660","Euthamia graminifolia (L.) Nutt."
"4661","Juncus spp."
"4662","Fragaria vesca L. ssp. vesca"
"4663","Typha sp."
"4664","Amelanchier bartramiana (Tausch) M. Roem."
"4665","Chelone sp."
"4666","Caulophyllum giganteum (Farw.) Loconte & Blackwell"
"4667","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. lanceolatum var. interior (Wiegand) G.L. Nesom"
"4668","Sanicula marilandica L."
"4669","Helianthus maximiliani Schrad."
"4670","Solanum dulcamara L."
"4671","Symphyotrichum lanceolatum (Willd.) G.L. Nesom ssp. hesperium (A. Gray) G.L. Nesom"
"4672","Salix discolor Muhl."
"4673","Mitella sp."
"4674","Corylus sp."
"4675","Cirsium muticum Michx."
"4676","Symphyotrichum puniceum (L.) Á. Löve & D. Löve var. puniceum"
"4677","Utricularia macrorhiza Leconte"
"4678","Hieracium spp."
"4679","Sorbus aucuparia L."
"4680","Juncus filiformis L."
"4681","Arabis hirsuta (L.) Scop."
"4682","Myriotrema erodens R.C. Harris"
"4683","Verbena officinalis L."
"4684","Quercus palustris Münchh."
"4685","Morella caroliniensis (Mill.) Small"
"4686","Cyrilla racemiflora L."
"4687","Styrax americanus Lam."
"4688","Osmunda regalis L."
"4689","Itea virginica L."
"4690","Halesia carolina L."
"4691","Vitis rotundifolia Michx. var. rotundifolia"
"4692","Aesculus pavia L. var. pavia"
"4693","Hydrangea sp."
"4694","Coreopsis auriculata L."
"4695","Danthonia sericea Nutt."
"4696","Hydrangea cinerea Small"
"4697","Coreopsis spp."
"4698","Gentiana villosa L."
"4699","Malaxis unifolia Michx."
"4700","Pycnanthemum pycnanthemoides (Leavenworth) Fernald"
"4701","Phlox divaricata L."
"4702","Morus rubra L. var. rubra"
"4703","Phlox pilosa L."
"4704","Dichanthelium laxiflorum (Lam.) Gould"
"4705","Setaria scheelei (Steud.) Hitchc."
"4706","Nuttallanthus canadensis (L.) D.A. Sutton"
"4707","Pseudognaphalium stramineum (Kunth) Anderb."
"4708","Dichanthelium scoparium (Lam.) Gould"
"4709","Vitis vinifera L."
"4710","Dichanthelium scabriusculum (Elliott) Gould & C.A. Clark"
"4711","Dichanthelium sabulorum (Lam.) Gould & C.A. Clark var. thinium (Hitchc. & Chase) Gould & C.A. Clark"
"4712","Quercus vaseyana Buckley"
"4713","Liatris squarrosa (L.) Michx."
"4714","Viola pedata L."
"4715","Agalinis purpurea (L.) Pennell"
"4716","Agalinis setacea (J.F. Gmel.) Raf."
"4717","Aureolaria pectinata (Nutt.) Pennell"
"4718","Aristida purpurascens Poir."
"4719","Agalinis tenuifolia (Vahl) Raf."
"4720","Dichanthelium depauperatum (Muhl.) Gould"
"4721","Quercus mohriana Buckley ex Rydb."
"4722","Eupatorium lancifolium (Torr. & A. Gray) Small"
"4723","Coreopsis pubescens Elliott"
"4724","Sabatia calycina (Lam.) A. Heller"
"4725","Symphyotrichum pilosum (Willd.) G.L. Nesom var. pilosum"
"4726","Didiplis sp."
"4727","Krigia sp."
"4728","Pyrus sp."
"4729","Hexastylis shuttleworthii (Britten & Baker f.) Small"
"4730","Pycnanthemum incanum (L.) Michx. var. puberulum (E. Grant & Epling) Fernald"
"4731","Rhexia mariana L. var. mariana"
"4732","Eschscholzia californica Cham. ssp. californica"
"4733","Tetragonotheca sp."
"4734","Onosmodium virginianum (L.) A. DC."
"4735","Lithospermum canescens (Michx.) Lehm."
"4736","Asarum sp."
"4737","Mimosa sp."
"4738","Lamium sp."
"4739","Aesculus parviflora Walter"
"4740","Solidago discoidea Elliott"
"4741","Nassella viridula (Trin.) Barkworth"
"4742","Rhododendron calendulaceum (Michx.) Torr."
"4743","Desmodium nuttallii (Schindl.) B.G. Schub."
"4744","Symphyotrichum georgianum (Alexander) G.L. Nesom"
"4745","Cucurbitaceae sp."
"4746","Cirsium carolinianum (Walter) Fernald & B.G. Schub."
"4747","Cyperus retrofractus (L.) Torr."
"4748","Glandularia tenera (Spreng.) Cabrera"
"4749","Trichomanes sp."
"4750","Cyperus refractus Engelm. ex Boeckeler"
"4751","Magnolia pyramidata W. Bartram"
"4752","Malus angustifolia (Aiton) Michx."
"4753","Smilax pseudochina L."
"4754","Macbridea caroliniana (Walter) S.F. Blake"
"4755","Stewartia sp."
"4756","Isotria verticillata Raf."
"4757","Vicia caroliniana Walter"
"4758","Liatris squarrosa (L.) Michx. var. hirsuta (Rydb.) Gaiser"
"4759","Eupatorium album L. var. album"
"4760","Aletris farinosa L."
"4761","Platanthera ciliaris (L.) Lindl."
"4762","Dichanthelium dichotomum (L.) Gould var. dichotomum"
"4763","Gratiola pilosa Michx."
"4764","Viburnum obovatum Walter"
"4765","Helianthus longifolius Pursh"
"4766","Canna glauca L."
"4767","Quercus sinuata Walter"
"4768","Phyla sp."
"4769","Pinaropappus parvus S.F. Blake"
"4770","Sanicula spp."
"4771","Dichanthelium dichotomum (L.) Gould var. tenue (Muhl.) Gould & C.A. Clark"
"4772","Aristida simpliciflora Chapm."
"4773","Dichanthelium ravenelii (Scribn. & Merr.) Gould"
"4774","Cabomba caroliniana A. Gray"
"4775","Hybanthus sp."
"4776","Orbexilum pedunculatum (Mill.) Rydb."
"4777","Viburnum nudum L."
"4778","Arundinaria tecta (Walter) Muhl."
"4779","Bidens laevis (L.) Britton, Sterns & Poggenb."
"4780","Illicium sp."
"4781","Collinsonia tuberosa Michx."
"4782","Diarrhena obovata (Gleason) Brandenburg"
"4783","Ammi majus L."
"4784","Desmodium batocaulon A. Gray"
"4785","Diodia virginiana L. var. latifolia Torr. & A. Gray"
"4786","Agarista sp."
"4787","Helianthus atrorubens L."
"4788","Spiranthes tuberosa Raf."
"4789","Solidago arguta Aiton"
"4790","Viola langloisii Greene, nom. inq."
"4791","Lepidium bonariense L."
"4792","Quercus ×fernaldii Trel."
"4793","Hydrangeaceae sp."
"4794","Hydrolea quadrivalvis Walter"
"4795","Rudbeckia triloba L."
"4796","Chionanthus virginicus L."
"4797","Ceanothus cordulatus Kellogg"
"4798","Arctostaphylos patula Greene"
"4799","Gayophytum diffusum Torr. & A. Gray"
"4800","Collinsia grandiflora Lindl."
"4801","Monardella odoratissima Benth."
"4802","Pedicularis semibarbata A. Gray"
"4803","Pinus jeffreyi Balf."
"4804","Abies magnifica A. Murray bis"
"4805","Hackelia velutina (Piper) I.M. Johnst."
"4806","Phacelia hydrophylloides Torr. ex A. Gray"
"4807","Viola purpurea Kellogg"
"4808","Viola praemorsa Douglas ex Lindl."
"4809","Cistanthe monosperma (Greene) Hershkovitz"
"4810","Senecio aronicoides DC."
"4811","Gayophytum sp."
"4812","Hackelia mundula (Jeps.) Ferris"
"4813","Mimulus breweri (Greene) Coville"
"4814","Mimulus montioides A. Gray"
"4815","Calochortus leichtlinii Hook. f."
"4816","Eriogonum nudum Douglas ex Benth."
"4817","Castilleja applegatei Fernald"
"4818","Arctostaphylos nevadensis A. Gray"
"4819","Arenaria congesta Nutt. var. congesta"
"4820","Arabis platysperma A. Gray"
"4821","Symphyotrichum spathulatum (Lindl.) G.L. Nesom"
"4822","Chaenactis douglasii (Hook.) Hook. & Arn. var. alpina A. Gray"
"4823","Allium campanulatum S. Watson"
"4824","Gayophytum spp."
"4825","Leptosiphon montanus (Greene) J.M. Porter & L.A. Johnson"
"4826","Ribes viscosissimum Pursh"
"4827","Frangula rubra (Greene) V. Grub."
"4828","Abies concolor (Gord. & Glend.) Lindl. ex Hildebr."
"4829","Silene lemmonii S. Watson"
"4830","Kelloggia galioides Torr."
"4831","Horkelia tridentata Torr."
"4832","Penstemon newberryi A. Gray"
"4833","Sedum obtusatum A. Gray ssp. obtusatum"
"4834","Streptanthus tortuosus Kellogg"
"4835","Chrysolepis sempervirens (Kellogg) Hjelmqvist"
"4836","Gayophytum eriospermum Coville"
"4837","Collinsia torreyi A. Gray"
"4838","Achnatherum occidentale (Thurb.) Barkworth ssp. occidentale"
"4839","Horkelia tridentata Torr. ssp. tridentata"
"4840","Mimulus whitneyi A. Gray"
"4841","Eriogonum spergulinum A. Gray"
"4842","Gentianella propinqua (Richardson) J.M. Gillett ssp. propinqua"
"4843","Mimulus primuloides Benth."
"4844","Helenium bigelovii A. Gray"
"4845","Camassia quamash (Pursh) Greene"
"4846","Dodecatheon jeffreyi Van Houtte"
"4847","Lotus oblongifolius (Benth.) Greene"
"4848","Oxypolis occidentalis J.M. Coult. & Rose"
"4849","Platanthera dilatata (Pursh) Lindl. ex Beck"
"4850","Platanthera sparsiflora (S. Watson) Schltr."
"4851","Veratrum californicum Durand"
"4852","Viola macloskeyi Lloyd"
"4853","Carex luzulina Olney"
"4854","Carex nebrascensis Dewey"
"4855","Phalacroseris bolanderi A. Gray"
"4856","Lilium parvum Kellogg"
"4857","Perideridia parishii (J.M. Coult. & Rose) A. Nelson & J.F. Macbr."
"4858","Mimulus moschatus Douglas ex Lindl."
"4859","Pseudostellaria jamesiana (Torr.) W.A. Weber & R.L. Hartm."
"4860","Carex fracta Mack."
"4861","Spergularia sp."
"4862","Anaphalis sp."
"4863","Thalictrum fendleri Engelm. ex A. Gray var. fendleri"
"4864","Eucephalus breweri (A. Gray) G.L. Nesom"
"4865","Calystegia malacophylla (Greene) Munz"
"4866","Eriogonum wrightii Torr. ex Benth."
"4867","Penstemon rostriflorus Kellogg"
"4868","Pellaea bridgesii Hook."
"4869","Cistanthe sp."
"4870","Aspidotis densa (Brack.) Lellinger"
"4871","Chaenactis sp."
"4872","Symphoricarpos mollis Nutt."
"4873","Bromus marginatus Nees ex Steud."
"4874","Ageratina occidentalis (Hook.) R.M. King & H. Rob."
"4875","Viola aurea Kellogg"
"4876","Juniperus grandis R.P. Adams"
"4877","Hemizonella minima (A. Gray) A. Gray"
"4878","Calochortus minimus Ownbey"
"4879","Lomatium torreyi (J.M. Coult. & Rose) J.M. Coult. & Rose"
"4880","Mimulus leptaleus A. Gray"
"4881","Penstemon newberryi A. Gray ssp. newberryi"
"4882","Delphinium nuttallianum Pritz. ex Walp."
"4883","Mimulus layneae (Greene) Jeps."
"4884","Pectocarya setosa A. Gray"
"4885","Allophyllum integrifolium (Brand) A.D. Grant & V.E. Grant"
"4886","Poa bolanderi Vasey"
"4887","Comptonia sp."
"4888","Dichanthelium xanthophysum (A. Gray) Freckmann"
"4889","Rumex acetosa L. ssp. alpestris (Jacq.) Á. Löve"
"4890","Corallorhiza trifida Chatelain"
"4891","Pilea fontana (Lunell) Rydb."
"4892","Eutrochium maculatum (L.) E.E. Lamont var. maculatum"
"4893","Epilobium leptophyllum Raf."
"4894","Aquilegia canadensis L."
"4895","Boehmeria sp."
"4896","Urtica dioica L."
"4897","Symphyotrichum novae-angliae (L.) G.L. Nesom"
"4898","Melampyrum sp."
"4899","Calystegia spithamaea (L.) Pursh"
"4900","Juncus alpinoarticulatus Chaix"
"4901","Ranunculus trichophyllus Chaix"
"4902","Potentilla argentea L."
"4903","Pteridium sp."
"4904","Polypodiaceae sp."
"4905","Plantago spp."
"4906","Lonicera ×bella Zabel"
"4907","Malaxis sp."
"4908","Heracleum sp."
"4909","Equisetum fluviatile L."
"4910","Salix sericea Marshall"
"4911","Citrullus lanatus (Thunb.) Matsum. & Nakai var. lanatus"
"4912","Bidens connata Muhl. ex Willd."
"4913","Agalinis tenuifolia (Vahl) Raf. var. macrophylla (Benth.) S.F. Blake"
"4914","Ambrosia ×intergradiens W.H. Wagner"
"4915","Carex laeviconica Dewey"
"4916","Pedicularis canadensis L. ssp. canadensis"
"4917","Pedicularis canadensis L."
"4918","Eruca vesicaria (L.) Cav. ssp. sativa (Mill.) Thell."
"4919","Solidago juncea Aiton"
"4920","Tanacetum vulgare L."
"4921","Juncus effusus L. var. pylaei (Laharpe) Fernald & Wiegand"
"4922","Thelypteridaceae sp."
"4923","Ostrya sp."
"4924","Botrychium lanceolatum (S.G. Gmel.) Angstr. var. angustisegmentum Pease & A.H. Moore"
"4925","Galeopsis bifida Boenn."
"4926","Calystegia spithamaea (L.) Pursh ssp. stans (Michx.) Brummitt"
"4927","Amphicarpaea bracteata (L.) Fernald var. bracteata"
"4928","Glandularia bipinnatifida (Nutt.) Nutt. var. ciliata (Benth.) B.L. Turner"
"4929","Euonymus fortunei (Turcz.) Hand.-Maz. var. fortunei"
"4930","Agastache sp."
"4931","Toxicodendron radicans (L.) Kuntze ssp. negundo (Greene) Gillis"
"4932","Muhlenbergia sylvatica (Torr.) Torr. ex A. Gray"
"4933","Solidago canadensis L. var. hargeri Fernald"
"4934","Erysimum hieraciifolium L."
"4935","Fragaria virginiana Duchesne ssp. virginiana"
"4936","Symphyotrichum drummondii (Lindl.) G.L. Nesom var. drummondii"
"4937","Veronica peregrina L."
"4938","Botrychium acuminatum W.H. Wagner"
"4939","Ellisia nyctelea (L.) L."
"4940","Geum canadense Jacq. var. canadense"
"4941","Carex hirsutella Mack."
"4942","Desmodium glabellum (Michx.) DC."
"4943","Dasistoma macrophylla (Nutt.) Raf."
"4944","Symphoricarpos occidentalis Hook."
"4945","Vernonia arkansana DC."
"4946","Populus deltoides W. Bartram ex Marshall ssp. monilifera (Aiton) Eckenwalder"
"4947","Dichanthelium leibergii (Vasey) Freckmann"
"4948","Penstemon tubaeflorus Nutt."
"4949","Rhynchospora harveyi W. Boott var. harveyi"
"4950","Scleria pauciflora Muhl. ex Willd."
"4951","Verbena simplex Lehm."
"4952","Symphyotrichum praealtum (Poir.) G.L. Nesom var. nebraskense (Britton) G.L. Nesom"
"4953","Carex annectens (E.P. Bicknell) E.P. Bicknell"
"4954","Muhlenbergia glomerata (Willd.) Trin."
"4955","Cardamine parviflora L. var. arenicola (Britton) O.E. Schulz"
"4956","Mimosa rupertiana B.L. Turner"
"4957","Carex amphibola Steud."
"4958","Lilium michiganense Farw."
"4959","Symphyotrichum oolentangiense (Riddell) G.L. Nesom"
"4960","Stachys tenuifolia Willd."
"4961","Carex umbellata Schkuhr ex Willd."
"4962","Hedeoma pulegioides (L.) Pers."
"4963","Setaria pumila (Poir.) Roem. & Schult. ssp. pumila"
"4964","Echinochloa muricata (P. Beauv.) Fernald"
"4965","Salix humilis Marshall"
"4966","Cuphea viscosissima Jacq."
"4967","Ulmus spp."
"4968","Peltandra sp."
"4969","Cyperus erythrorhizos Muhl."
"4970","Echinodorus sp."
"4971","Veronica polita Fr."
"4972","Echinochloa muricata (P. Beauv.) Fernald var. microstachya Wiegand"
"4973","Silphium laciniatum L."
"4974","Helianthus grosseserratus M. Martens"
"4975","Sphenopholis intermedia (Rydb.) Rydb."
"4976","Rhus copallinum L. var. latifolia Engl."
"4977","Euphorbia dentata Michx. var. dentata"
"4978","Diarrhena sp."
"4979","Aristida oligantha Michx."
"4980","Sporobolus compositus (Poir.) Merr. var. drummondii (Trin.) Kartesz & Gandhi"
"4981","Asclepias tuberosa L. ssp. interior Woodson"
"4982","Myosotis verna Nutt."
"4983","Carex gravida L.H. Bailey var. gravida"
"4984","Brickellia eupatorioides (L.) Shinners var. corymbulosa (Torr. & A. Gray) Shinners"
"4985","Baptisia alba (L.) Vent."
"4986","Gentiana puberulenta J. Pringle"
"4987","Veronica agrestis L."
"4988","Pluchea carolinensis (Jacq.) G. Don"
"4989","Quercus shumardii Buckley var. shumardii"
"4990","Erythronium albidum Nutt."
"4991","Amaranthaceae spp."
"4992","Cornus obliqua Raf."
"4993","Mirabilis sp."
"4994","Rhus aromatica Aiton var. serotina (Greene) Rehder"
"4995","Dicentra cucullaria (L.) Bernh."
"4996","Elymus glabriflorus (Vasey ex L.H. Dewey) Scribn. & C.R. Ball"
"4997","Celtis laevigata Willd. var. reticulata (Torr.) L.D. Benson"
"4998","Myrrhis odorata (L.) Scop."
"4999","Betula spp."
"5000","Sarracenia sp."
"5001","Carex magellanica Lam. ssp. irrigua (Wahlenb.) Hultén"
"5002","Equisetum spp."
"5003","Scheuchzeria sp."
"5004","Carex pauciflora Lightf."
"5005","Sarracenia purpurea L. ssp. purpurea"
"5006","Sarracenia rosea Naczi, F.W. Case & R.B. Case"
"5007","Corallorhiza maculata (Raf.) Raf. var. maculata"
"5008","Chrysosplenium sp."
"5009","Adoxaceae sp."
"5010","Anemone canadensis L."
"5011","Hieracium umbellatum L."
"5012","Hieracium lachenalii C.C. Gmel."
"5013","Dennstaedtiaceae spp."
"5014","Pyrola spp."
"5015","Amaranthus retroflexus L."
"5016","Myosotis scorpioides L."
"5017","Myosotis sylvatica Ehrh."
"5018","Torreyochloa sp."
"5019","Bidens cernua L."
"5020","Triadenum fraseri (Spach) Gleason"
"5021","Crumia latifolia (Kindb.) Schof."
"5022","Salix pyrifolia Andersson"
"5023","Bidens coronata (L.) Britton"
"5024","Cicuta bulbifera L."
"5025","Sparganium sp."
"5026","Carum carvi L."
"5027","Eriophorum tenellum Nutt."
"5028","Cicuta sp."
"5029","Pogonia sp."
"5030","Vallisneria americana Michx."
"5031","Actaea spp."
"5032","Parthenocissus sp."
"5033","Drepanocladus crassicostatus Janssens"
"5034","Alisma sp."
"5035","Hieracium pilosella L."
"5036","Rhynchospora capitellata (Michx.) Vahl"
"5037","Bromus erectus Huds."
"5038","Pontederia sp."
"5039","Taraxacum spp."
"5040","Ranunculus pensylvanicus L. f."
"5041","Bromus kalmii A. Gray"
"5042","Picea spp."
"5043","Lycopodium spp."
"5044","Cornus spp."
"5045","Pyrola asarifolia Michx. ssp. asarifolia"
"5046","Lycopodiella sp."
"5047","Viburnum prunifolium L."
"5048","Iris virginica L. var. shrevei (Small) E.S. Anderson"
"5049","Sium suave Walter"
"5050","Garcinia portoricensis (Urb.) Alain"
"5051","Taxus brevifolia Nutt."
"5052","Gaultheria ovatifolia A. Gray"
"5053","Chimaphila menziesii (R. Br. ex D. Don) Spreng."
"5054","Listera sp."
"5055","Anemone oregana A. Gray"
"5056","Lonicera ciliosa (Pursh) Poir. ex DC."
"5057","Allotropa virgata Torr. & A. Gray ex A. Gray"
"5058","Clintonia uniflora (Menzies ex Schult. & Schult. f.) Kunth"
"5059","Acer glabrum Torr. var. douglasii (Hook.) Dippel"
"5060","Campanula spp."
"5061","Cryptogramma sp."
"5062","Paxistima myrsinites (Pursh) Raf."
"5063","Corallorhiza striata Lindl."
"5064","Mitella caulescens Nutt."
"5065","Abies spp."
"5066","Rubus nivalis Douglas ex Hook."
"5067","Arceuthobium tsugense (Rosend.) G.N. Jones"
"5068","Lonicera hispidula (Lindl.) Douglas ex Torr. & A. Gray"
"5069","Chimaphila umbellata (L.) W.P.C. Barton ssp. occidentalis (Rydb.) Hultén"
"5070","Anemone spp."
"5071","Clarkia bottae (Spach) F.H. Lewis & M.E. Lewis"
"5072","Hemitomes congestum A. Gray"
"5073","Hieracium scouleri Hook. var. albertinum (Farr) G.W. Douglas & G.A. Allen"
"5074","Lilium columbianum Leichtlin"
"5075","Linum lewisii Pursh"
"5076","Festuca idahoensis Elmer"
"5077","Selaginella densa Rydb. var. densa"
"5078","Festuca spp."
"5079","Leymus cinereus (Scribn. & Merr.) Á. Löve"
"5080","Geum triflorum Pursh"
"5081","Phleum sp."
"5082","Androsace sp."
"5083","Achnatherum richardsonii (Link) Barkworth"
"5084","Juncaceae spp."
"5085","Lithospermum spp."
"5086","Lithospermum ruderale Douglas ex Lehm."
"5087","Geranium viscosissimum Fisch. & C.A. Mey. ex C.A. Mey."
"5088","Phlox multiflora A. Nelson"
"5089","Rosa spp."
"5090","Penstemon procerus Douglas ex Graham"
"5091","Rosa acicularis Lindl. ssp. sayi (Schwein.) W.H. Lewis"
"5092","Maianthemum spp."
"5093","Chaenactis spp."
"5094","Comandra spp."
"5095","Linaria dalmatica (L.) Mill."
"5096","Senecio spp."
"5097","Clematis hirsutissima Pursh"
"5098","Delphinium bicolor Nutt."
"5099","Leptosiphon septentrionalis (H. Mason) J.M. Porter & L.A. Johnson"
"5100","Myosotis sp."
"5101","Lomatium triternatum (Pursh) J.M. Coult. & Rose"
"5102","Achillea sp."
"5103","Achnatherum spp."
"5104","Geum spp."
"5105","Carex xerantica L.H. Bailey"
"5106","Crepis atribarba A. Heller"
"5107","Lupinus leucophyllus Douglas ex Lindl."
"5108","Ericameria spp."
"5109","Artemisia cana Pursh"
"5110","Heuchera cylindrica Douglas ex Hook. var. cylindrica"
"5111","Violaceae spp."
"5112","Besseya wyomingensis (A. Nelson) Rydb."
"5113","Juncus arcticus Willd. ssp. littoralis (Engelm.) Hultén"
"5114","Eriogonum umbellatum Torr. var. majus Hook."
"5115","Barbarea orthoceras Ledeb."
"5116","Erysimum inconspicuum (S. Watson) MacMill."
"5117","Ranunculus inamoenus Greene"
"5118","Thlaspi sp."
"5119","Rosaceae spp."
"5120","Anemone multifida Poir."
"5121","Ericameria sp."
"5122","Lepidium ramosissimum A. Nelson"
"5123","Heuchera spp."
"5124","Phleum spp."
"5125","Thalictrum spp."
"5126","Moehringia sp."
"5127","Potentilla hippiana Lehm."
"5128","Chamerion spp."
"5129","Packera pseudaurea (Rydb.) W.A. Weber & Á. Löve"
"5130","Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. comata"
"5131","Logfia arvensis (L.) Holub"
"5132","Arnica longifolia D.C. Eaton"
"5133","Arabis nuttallii B.L. Rob."
"5134","Lupinus sericeus Pursh"
"5135","Potentilla arguta Pursh"
"5136","Perideridia gairdneri (Hook. & Arn.) Mathias"
"5137","Symphyotrichum ascendens (Lindl.) G.L. Nesom"
"5138","Eurybia conspicua (Lindl.) G.L. Nesom"
"5139","Chenopodium atrovirens Rydb."
"5140","Linaria dalmatica (L.) Mill. ssp. dalmatica"
"5141","Draba nemorosa L."
"5142","Castilleja pilosa (S. Watson) Rydb. var. longispica (A. Nelson) N.H. Holmgren"
"5143","Spiraea betulifolia Pall."
"5144","Arenaria congesta Nutt."
"5145","Achillea millefolium L. var. occidentalis DC."
"5146","Eucephalus elegans Nutt."
"5147","Lithospermum sp."
"5148","Fritillaria atropurpurea Nutt."
"5149","Packera streptanthifolia (Greene) W.A. Weber & Á. Löve"
"5150","Senecio serra Hook."
"5151","Potentilla gracilis Douglas ex Hook."
"5152","Potentilla macounii Rydb."
"5153","Symphyotrichum campestre (Nutt.) G.L. Nesom"
"5154","Silene spp."
"5155","Erigeron corymbosus Nutt."
"5156","Astragalus miser Douglas ex Hook."
"5157","Erysimum sp."
"5158","Saxifragaceae spp."
"5159","Buglossoides arvensis (L.) I.M. Johnst."
"5160","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. consimilis (Greene) G.L. Nesom & Baird var. oreophila (A. Nelson) G.L. Nesom & Baird"
"5161","Melica spectabilis Scribn."
"5162","Geranium spp."
"5163","Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii"
"5164","Hedysarum sp."
"5165","Pohlia filum (Schimp.) Martensson"
"5166","Shepherdia spp."
"5167","Valeriana dioica L."
"5168","Artemisia spp."
"5169","Pinus albicaulis Engelm."
"5170","Allium brevistylum S. Watson"
"5171","Muhlenbergia filiformis (Thurb. ex S. Watson) Rydb."
"5172","Orthocarpus luteus Nutt."
"5173","Wyethia spp."
"5174","Spiraea spp."
"5175","Saxifraga spp."
"5176","Eurybia merita (A. Nelson) G.L. Nesom"
"5177","Heuchera cylindrica Douglas ex Hook."
"5178","Prosartes trachycarpa S. Watson"
"5179","Danthonia unispicata (Thurb.) Munro ex Macoun"
"5180","Madia glomerata Hook."
"5181","Juncus confusus Coville"
"5182","Oxytropis lagopus Nutt."
"5183","Danthonia californica Bol."
"5184","Arenaria spp."
"5185","Perideridia spp."
"5186","Elymus elymoides (Raf.) Swezey ssp. elymoides"
"5187","Lappula squarrosa (Retz.) Dumort."
"5188","Viola nuttallii Pursh"
"5189","Heterotheca villosa (Pursh) Shinners var. depressa (Rydb.) Semple"
"5190","Monolepis nuttalliana (Schult.) Greene"
"5191","Lilaea sp."
"5192","Packera paupercula (Michx.) Á. Löve & D. Löve"
"5193","Achnatherum occidentale (Thurb.) Barkworth"
"5194","Chrysothamnus spp."
"5195","Erigeron peregrinus (Banks ex Pursh) Greene"
"5196","Penstemon aridus Rydb."
"5197","Caryophyllaceae spp."
"5198","Machaeranthera canescens (Pursh) A. Gray ssp. canescens var. canescens"
"5199","Ranunculaceae spp."
"5200","Artemisia tridentata Nutt. ssp. tridentata"
"5201","Crepis runcinata (James) Torr. & A. Gray"
"5202","Vaccinium scoparium Leiberg ex Coville"
"5203","Lonicera utahensis S. Watson"
"5204","Symphoricarpos albus (L.) S.F. Blake var. albus"
"5205","Arctostaphylos spp."
"5206","Woodsia scopulina D.C. Eaton"
"5207","Clematis occidentalis (Hornem.) DC."
"5208","Astragalus purshii Douglas ex Hook."
"5209","Astragalus vexilliflexus Sheldon"
"5210","Townsendia parryi D.C. Eaton"
"5211","Phacelia franklinii (R. Br.) A. Gray"
"5212","Ericameria nauseosa (Pall. ex Pursh) G.L. Nesom & Baird ssp. nauseosa var. glabrata (A. Gray) G.L. Nesom & Baird"
"5213","Erigeron gracilis Rydb."
"5214","Poa cusickii Vasey ssp. pallida Soreng"
"5215","Gentianella sp."
"5216","Erysimum cheiranthoides L."
"5217","Hackelia micrantha (Eastw.) J.L. Gentry"
"5218","Symphyotrichum foliaceum (Lindl. ex DC.) G.L. Nesom"
"5219","Myosotis asiatica (Vesterg.) Schischkin & Sergievskaja"
"5220","Balsamorhiza spp."
"5221","Claytonia spp."
"5222","Arnica sororia Greene"
"5223","Heuchera flabellifolia Rydb. var. flabellifolia"
"5224","Astragalus agrestis Douglas ex G. Don"
"5225","Achnatherum lettermanii (Vasey) Barkworth"
"5226","Geranium viscosissimum Fisch. & C.A. Mey. ex C.A. Mey. var. incisum (Torr. & A. Gray) N.H. Holmgren"
"5227","Antennaria corymbosa E.E. Nelson"
"5228","Potentilla gracilis Douglas ex Hook. var. fastigiata (Nutt.) S. Watson"
"5229","Syntomus americanus"
"5230","Notiophilus sylvaticus"
"5231","Pterostichus lama"
"5232","Scaphinotus angusticollis"
"5233","Scaphinotus angulatus"
"5234","Nebria brevicollis"
"5235","Scaphinotus marginatus"
"5236","Amara farcta"
"5237","Bradycellus harpalinus"
"5238","Pterostichus pumilus pumilus"
"5239","Promecognathus crassus"
"5240","Cychrus tuberculatus"
"5241","Pterostichus amethystinus"
"5242","Amara laevipennis"
"5243","Harpalus affinis"
"5244","Omus dejeanii"
"5245","Zacotus matthewsii"
"5246","Harpalus cautus"
"5247","Harpalus innocuus"
"5248","Amara brunnea"
"5249","Amara ellipsis"
"5250","Amara littoralis"
"5251","Harpalus laticeps"
"5252","Amara conflata"
"5253","Amara coelebs"
"5254","Pterostichus pumilus"
"5255","Amara pseudobrunnea"
