"","x"
"2911","Dioscorea bulbifera"
"2912","Dichanthium sp."
"2913","Acer grandidentatum"
"2914","Arundinaria sp."
"2915","Nothoscordum sp."
"2916","Euthamia gymnospermoides"
"2917","Chamaesyce lata"
"2918","Rhynchospora curtissii"
"2919","Paspalum bifidum"
"2920","Chenopodium incanum"
"2921","Lepuropetalon sp."
"2922","Crataegus punctata"
"2923","Andropogon virginicus"
"2924","Eleocharis elongata"
"2925","Quercus ×venulosa"
"2926","Pseudocydonia sinensis"
"2927","Phacelia coerulea"
"2928","Astragalus crassicarpus"
"2929","Vitaceae sp."
"2930","Carex caroliniana"
"2931","Callitriche heterophylla"
"2932","Persea borbonia"
"2933","Packera tomentosa"
"2934","Chamaecrista sp."
"2935","Eltroplectris sp."
"2936","Quercus minima"
"2937","Hypericum suffruticosum"
"2938","Tiquilia canescens"
"2939","Polygala boykinii"
"2940","Sticta sylvatica"
"2941","Desmodium glutinosum"
"2942","Rudbeckia mollis"
"2943","Aristida lanosa"
"2944","Indigofera caroliniana"
"2945","Quercus pumila"
"2946","Linum floridanum"
"2947","Dichromanthus cinnabarinus"
"2948","Ludwigia hirtella"
"2949","Pseudognaphalium luteoalbum"
"2950","Pycnanthemum albescens"
"2951","Amelanchier utahensis"
"2952","Trifolium dubium"
"2953","Desmanthus obtusus"
"2954","Desmodium cuspidatum"
"2955","Clematis glaucophylla"
"2956","Magnolia virginiana"
"2957","Dyschoriste angusta"
"2958","Sideroxylon lanuginosum"
"2959","Ctenium aromaticum"
"2960","Froelichia floridana"
"2961","Viburnum dentatum"
"2962","Ctenium sp."
"2963","Viola lanceolata"
"2964","Symphyotrichum pilosum"
"2965","Eragrostis spp."
"2966","Abelmoschus sp."
"2967","Asimina incana"
"2968","Seymeria sp."
"2969","Licania michauxii"
"2970","Dicerandra linearifolia"
"2971","Oleaceae spp."
"2972","Chionanthus sp."
"2973","Amorpha sp."
"2974","Houstonia croftiae"
"2975","Oxydendrum arboreum"
"2976","Cenchrus spinifex"
"2977","Gaillardia pinnatifida"
"2978","Dicerandra densiflora"
"2979","Selinocarpus parvifolius"
"2980","Orbexilum lupinellum"
"2981","Salix taxifolia"
"2982","Rhynchospora globularis"
"2983","Selaginella tortipila"
"2984","Amphicarpaea sp."
"2985","Allium sp."
"2986","Eupatorium hyssopifolium"
"2987","Artemisia sp."
"2988","Ageratina aromatica"
"2989","Calylophus serrulatus"
"2990","Comandra umbellata"
"2991","Dichanthelium villosissimum"
"2992","Lespedeza capitata"
"2993","Sporobolus heterolepis"
"2994","Carex meadii"
"2995","Dichanthelium oligosanthes"
"2996","Salvia azurea"
"2997","Symphyotrichum sericeum"
"2998","Amorpha canescens"
"2999","Panicum capillare"
"3000","Carex molesta"
"3001","Ceanothus sp."
"3002","Solidago canadensis"
"3003","Physalis pumila"
"3004","Baptisia bracteata"
"3005","Antennaria neglecta"
"3006","Oligoneuron rigidum"
"3007","Psoralidium sp."
"3008","Panicum virgatum"
"3009","Pediomelum esculentum"
"3010","Sisyrinchium campestre"
"3011","Viola pedatifida"
"3012","Baptisia australis"
"3013","Mirabilis albida"
"3014","Oenothera macrocarpa"
"3015","Verbena stricta"
"3016","Packera plattensis"
"3017","Acalypha virginica"
"3018","Glandularia canadensis"
"3019","Symphyotrichum laeve"
"3020","Symphyotrichum praealtum"
"3021","Euphorbia davidii"
"3022","Hymenopappus scabiosaeus"
"3023","Scutellaria parvula"
"3024","Oenothera speciosa"
"3025","Desmodium illinoense"
"3026","Euphorbia marginata"
"3027","Muhlenbergia cuspidata"
"3028","Lepidium densiflorum"
"3029","Cirsium altissimum"
"3030","Eleocharis erythropoda"
"3031","Ribes missouriense"
"3032","Carex grisea"
"3033","Elymus villosus"
"3034","Sanicula odorata"
"3035","Celastrus scandens"
"3036","Galium concinnum"
"3037","Pycnanthemum tenuifolium"
"3038","Vitis riparia"
"3039","Carex oligocarpa"
"3040","Ruellia strepens"
"3041","Solidago nemoralis"
"3042","Cuscuta indecora"
"3043","Solanum ptycanthum"
"3044","Solanum rostratum"
"3045","Zanthoxylum americanum"
"3046","Muhlenbergia racemosa"
"3047","Carex bushii"
"3048","Carex gravida"
"3049","Leucospora sp."
"3050","Mirabilis nyctaginea"
"3051","Androsace occidentalis"
"3052","Setaria viridis"
"3053","Chamaesyce serpens"
"3054","Bouteloua curtipendula"
"3055","Elymus virginicus"
"3056","Carex inops"
"3057","Lespedeza frutescens"
"3058","Xanthium strumarium"
"3059","Rumex altissimus"
"3060","Juncus torreyi"
"3061","Muhlenbergia bushii"
"3062","Verbena hastata"
"3063","Spartina pectinata"
"3064","Eleocharis compressa"
"3065","Eleocharis compressa"
"3066","Ammannia coccinea"
"3067","Populus deltoides"
"3068","Polygonum punctatum"
"3069","Spartina gracilis"
"3070","Viola missouriensis"
"3071","Amaranthus tuberculatus"
"3072","Baptisia australis"
"3073","Symphyotrichum robynsianum"
"3074","Sphenopholis obtusata"
"3075","Helianthus hirsutus"
"3076","Galium circaezans"
"3077","Helianthus tuberosus"
"3078","Euphorbia cyathophora"
"3079","Solidago hispida"
"3080","Trichostema brachiatum"
"3081","Agalinis aspera"
"3082","Oligoneuron rigidum"
"3083","Tragia spp."
"3084","Stenaria nigricans"
"3085","Astragalus sp."
"3086","Schizachyrium littorale"
"3087","Astragalus plattensis"
"3088","Cydonia oblonga"
"3089","Agalinis densiflora"
"3090","Allium stellatum"
"3091","Oenothera villosa"
"3092","Dichanthelium villosissimum"
"3093","Physalis longifolia"
"3094","Schizachyrium scoparium"
"3095","Onosmodium bejariense"
"3096","Yucca glauca"
"3097","Muhlenbergia sobolifera"
"3098","Armoracia rusticana"
"3099","Bromus inermis"
"3100","Calystegia macounii"
"3101","Porotrichum vancouveriense"
"3102","Brugmansia ×candida"
"3103","Symphyotrichum laeve"
"3104","Helianthus pauciflorus"
"3105","Kummerowia stipulacea"
"3106","Onosmodium bejariense"
"3107","Cirsium undulatum"
"3108","Malvastrum hispidum"
"3109","Ageratina altissima"
"3110","Rubus laudatus"
"3111","Bidens aristosa"
"3112","Carex bicknellii"
"3113","Scirpus pendulus"
"3114","Juncus dudleyi"
"3115","Carex hystericina"
"3116","Crataegus mollis"
"3117","Helianthus pauciflorus"
"3118","Hieracium longipilum"
"3119","Cyperus esculentus"
"3120","Helianthus mollis"
"3121","Baptisia sp."
"3122","Solidago nemoralis"
"3123","Solidago speciosa"
"3124","Pascopyrum smithii"
"3125","Zizia aurea"
"3126","Quercus macrocarpa"
"3127","Astragalus lotiflorus"
"3128","Symphyotrichum drummondii"
"3129","Fraxinus americana/pennsylvanica"
"3130","Euonymus atropurpureus"
"3131","Gymnocladus dioicus"
"3132","Polygonum scandens"
"3133","Triosteum perfoliatum"
"3134","Geranium molle"
"3135","Chenopodium pallescens"
"3136","Chenopodium berlandieri"
"3137","Lobularia maritima"
"3138","Corydalis micrantha"
"3139","Erysimum marschallianum"
"3140","Chenopodium standleyanum"
"3141","Vernonia baldwinii"
"3142","Chenopodium simplex"
"3143","Cooperia drummondii"
"3144","Astragalus spp."
"3145","Callirhoe sp."
"3146","Oligoneuron rigidum"
"3147","Ceanothus americanus"
"3148","Ratibida pinnata"
"3149","Glycyrrhiza lepidota"
"3150","Nasturtium sp."
"3151","Iris sp."
"3152","Salvia urticifolia"
"3153","Eclipta prostrata"
"3154","Cyperus virens"
"3155","Mecardonia acuminata"
"3156","Eryngium prostratum"
"3157","Carex microrhyncha"
"3158","Sesbania herbacea"
"3159","Hydrangea quercifolia"
"3160","Ludwigia spp."
"3161","Glyceria declinata"
"3162","Talinum paniculatum"
"3163","Carex abscondita"
"3164","Gaga kaulfussii"
"3165","Acalypha spp."
"3166","Symphoricarpos spp."
"3167","Cuphea carthagenensis"
"3168","Amaranthus greggii"
"3169","Nyssa aquatica"
"3170","Panicum dichotomiflorum"
"3171","Tradescantia subaspera"
"3172","Solanum spp."
"3173","Samolus sp."
"3174","Samolus valerandi"
"3175","Ranunculus spp."
"3176","Rhododendron canescens"
"3177","Macrothelypteris torresiana"
"3178","Botrychium lunarioides"
"3179","Adiantum capillus-veneris"
"3180","Mimulus floribundus"
"3181","Castanea pumila"
"3182","Elaeagnus pungens"
"3183","Dichanthelium boscii"
"3184","Rhododendron viscosum"
"3185","Phalaris sp."
"3186","Scleria triglomerata"
"3187","Physostegia sp."
"3188","Deschampsia flexuosa"
"3189","Amianthium sp."
"3190","Anemone lancifolia"
"3191","Convallaria sp."
"3192","Polygonum hydropiper"
"3193","Ribes cynosbati"
"3194","Silene stellata"
"3195","Hieracium greenii"
"3196","Hieracium caespitosum"
"3197","Bromus nottowayanus"
"3198","Gillenia trifoliata"
"3199","Stenanthium sp."
"3200","Solidago bicolor"
"3201","Lyonia sp."
"3202","Coreopsis major"
"3203","Ligusticum sp."
"3204","Galium latifolium"
"3205","Osmunda claytoniana"
"3206","Chamaelirium sp."
"3207","Hieracium paniculatum"
"3208","Pycnanthemum incanum"
"3209","Ilex verticillata"
"3210","Menziesia sp."
"3211","Rhododendron spp."
"3212","Hexastylis sp."
"3213","Lycopodium digitatum"
"3214","Impatiens sp."
"3215","Thalictrum sp."
"3216","Asclepias variegata"
"3217","Packera obovata"
"3218","Dryopteris goldiana"
"3219","Trientalis sp."
"3220","Lappula occidentalis"
"3221","Oenothera albicaulis"
"3222","Oenothera spp."
"3223","Pleuraphis jamesii"
"3224","Sphaeralcea sp."
"3225","Gilia inconspicua"
"3226","Descurainia spp."
"3227","Cryptantha spp."
"3228","Atriplex canescens"
"3229","Descurainia sophia"
"3230","Phacelia ivesiana"
"3231","Sphaeralcea parvifolia"
"3232","Elymus elymoides"
"3233","Mentzelia albicaulis"
"3234","Poa spp."
"3235","Chaetopappa ericoides"
"3236","Opuntia spp."
"3237","Packera multilobata"
"3238","Erodium cicutarium"
"3239","Packera spp."
"3240","Tragopogon dubius"
"3241","Chaenactis stevioides"
"3242","Pediocactus simpsonii"
"3243","Liliaceae spp."
"3244","Hesperostipa comata"
"3245","Ephedra viridis"
"3246","Ephedra torreyana"
"3247","Cymopterus acaulis"
"3248","Androstephium sp."
"3249","Pascopyrum spp."
"3250","Elymus spp."
"3251","Hesperostipa comata"
"3252","Cymopterus spp."
"3253","Ipomopsis pumila"
"3254","Sclerocactus sp."
"3255","Ephedra sp."
"3256","Arabis spp."
"3257","Juniperus osteosperma"
"3258","Purshia stansburiana"
"3259","Streptanthus cordatus"
"3260","Ipomopsis congesta"
"3261","Phoradendron juniperinum"
"3262","Echinocereus triglochidiatus"
"3263","Physaria acutifolia"
"3264","Streptanthus cordatus"
"3265","Arceuthobium divaricatum"
"3266","Draba spp."
"3267","Pinus edulis"
"3268","Purshia sp."
"3269","Ephedra spp."
"3270","Boraginaceae spp."
"3271","Cercocarpus montanus"
"3272","Atriplex spp."
"3273","Cleome lutea"
"3274","Sphaeralcea spp."
"3275","Lappula spp."
"3276","Vulpia octoflora"
"3277","Salsola tragus"
"3278","Pediocactus spp."
"3279","Oenothera pallida"
"3280","Sporobolus contractus"
"3281","Abronia spp."
"3282","Abronia fragrans"
"3283","Malacothrix sonchoides"
"3284","Ipomopsis longiflora"
"3285","Stephanomeria spp."
"3286","Stephanomeria exigua"
"3287","Helianthus petiolaris"
"3288","Streptanthella longirostris"
"3289","Cymopterus sp."
"3290","Sisymbrium sp."
"3291","Polemoniaceae spp."
"3292","Ipomopsis spp."
"3293","Orobanche ludoviciana"
"3294","Agropyron cristatum"
"3295","Calochortus nuttallii"
"3296","Agropyron sp."
"3297","Camissonia sp."
"3298","Agropyron spp."
"3299","Orobanche fasciculata"
"3300","Aliciella hutchinsifolia"
"3301","Polemoniaceae sp."
"3302","Gilia sp."
"3303","Phlox longifolia"
"3304","Poa fendleriana"
"3305","Lepidium montanum"
"3306","Gutierrezia microcephala"
"3307","Lappula sp."
"3308","Muhlenbergia pungens"
"3309","Townsendia incana"
"3310","Mahonia fremontii"
"3311","Artemisia frigida"
"3312","Larix occidentalis"
"3313","Alyssum spp."
"3314","Agoseris spp."
"3315","Hesperostipa spp."
"3316","Townsendia sp."
"3317","Townsendia jonesii"
"3318","Pediocactus sp."
"3319","Oenothera acutissima"
"3320","Asteranae sp."
"3321","Bromus spp."
"3322","Cryptantha sp."
"3323","Achnatherum sp."
"3324","Delphinium spp."
"3325","Delphinium scaposum"
"3326","Delphinium sp."
"3327","Chrysothamnus viscidiflorus"
"3328","Townsendia spp."
"3329","Sisymbrium altissimum"
"3330","Sisymbrium spp."
"3331","Arenaria aculeata"
"3332","Giliastrum incisum"
"3333","Machaeranthera canescens"
"3334","Corydalis aurea"
"3335","Lupinus spp."
"3336","Oenothera caespitosa"
"3337","Eriogonum corymbosum"
"3338","Eriogonum corymbosum"
"3339","Malacothrix sp."
"3340","Cryptantha flava"
"3341","Eriogonum ovalifolium"
"3342","Solanaceae spp."
"3343","Lupinus brevicaulis"
"3344","Lepidium spp."
"3345","Allium spp."
"3346","Solanum triflorum"
"3347","Descurainia sp."
"3348","Camissonia brevipes"
"3349","Ipomoea longifolia"
"3350","Yucca spp."
"3351","Erigeron bellidiastrum"
"3352","Sporobolus flexuosus"
"3353","Physaria chambersii"
"3354","Purshia tridentata"
"3355","Ceratocephala testiculata"
"3356","Phlox hoodii"
"3357","Physaria spp."
"3358","Physaria sp."
"3359","Marrubium vulgare"
"3360","Arabis pulchra"
"3361","Schoenocrambe linifolia"
"3362","Asclepias cryptoceras"
"3363","Mirabilis multiflora"
"3364","Phaseolus acutifolius"
"3365","Draba sp."
"3366","Bromus rubens"
"3367","Hedysarum boreale"
"3368","Petradoria pumila"
"3369","Lamiaceae spp."
"3370","Mentzelia spp."
"3371","Eriogonum spp."
"3372","Lappula occidentalis"
"3373","Cleome spp."
"3374","Ephedra cutleri"
"3375","Arabis puberula"
"3376","Abies lasiocarpa"
"3377","Campanula rotundifolia"
"3378","Picea engelmannii"
"3379","Abies lasiocarpa"
"3380","Fragaria virginiana"
"3381","Vaccinium myrtillus/scoparium"
"3382","Carex rupestris"
"3383","Penstemon whippleanus"
"3384","Pinus contorta"
"3385","Pinus contorta"
"3386","Selaginella densa"
"3387","Achillea millefolium"
"3388","Chamerion angustifolium"
"3389","Thermopsis divaricarpa"
"3390","Pedicularis racemosa"
"3391","Campanula parryi"
"3392","Juniperus communis"
"3393","Sedum sp."
"3394","Arabis drummondii"
"3395","Poa cusickii"
"3396","Erigeron peregrinus"
"3397","Arnica cordifolia"
"3398","Hieracium gracile"
"3399","Pedicularis racemosa"
"3400","Ribes montigenum"
"3401","Noccaea fendleri"
"3402","Trisetum spicatum"
"3403","Trifolium dasyphyllum"
"3404","Antennaria umbrinella"
"3405","Arnica rydbergii"
"3406","Rosa woodsii"
"3407","Erigeron speciosus"
"3408","Oreochrysum parryi"
"3409","Pinus flexilis"
"3410","Lonicera involucrata"
"3411","Lonicera involucrata"
"3412","Sambucus racemosa"
"3413","Helictotrichon mortonianum"
"3414","Heuchera parvifolia"
"3415","Potentilla ovina"
"3416","Draba fladnizensis"
"3417","Gentianopsis barbellata"
"3418","Primula angustifolia"
"3419","Erigeron compositus"
"3420","Heuchera sp."
"3421","Luzula spicata"
"3422","Poa glauca"
"3423","Allium geyeri"
"3424","Arenaria fendleri"
"3425","Artemisia scopulorum"
"3426","Draba streptobrachia"
"3427","Eritrichium nanum"
"3428","Geum rossii"
"3429","Lloydia serotina"
"3430","Oreoxis alpina"
"3431","Paronychia pulvinata"
"3432","Phlox pulvinata"
"3433","Polygonum bistortoides"
"3434","Poa lettermanii"
"3435","Silene acaulis"
"3436","Tetraneuris acaulis"
"3437","Tonestus pygmaeus"
"3438","Artemisia pattersonii"
"3439","Castilleja puberula"
"3440","Cerastium arvense"
"3441","Packera cana"
"3442","Chionophila jamesii"
"3443","Draba streptocarpa"
"3444","Eritrichium nanum"
"3445","Geum rossii"
"3446","Oreoxis alpina"
"3447","Castilleja occidentalis"
"3448","Erysimum capitatum"
"3449","Androsace septentrionalis"
"3450","Draba breweri"
"3451","Festuca brachyphylla"
"3452","Castilleja spp."
"3453","Erigeron simplex"
"3454","Gentianella amarella"
"3455","Danthonia intermedia"
"3456","Mertensia lanceolata"
"3457","Trifolium parryi"
"3458","Potentilla nivea/uniflora"
"3459","Pedicularis parryi"
"3460","Minuartia rubella"
"3461","Potentilla diversifolia"
"3462","Gentianopsis sp."
"3463","Ranunculus adoneus"
"3464","Juncus drummondii"
"3465","Castilleja rhexiifolia"
"3466","Carex geyeri"
"3467","Carex phaeocephala"
"3468","Polemonium pulcherrimum"
"3469","Antennaria media"
"3470","Trifolium nanum"
"3471","Pedicularis bracteosa"
"3472","Poa reflexa"
"3473","Erigeron eximius"
"3474","Erigeron eximius/Erigeron"
"3475","Lewisia pygmaea"
"3476","Pedicularis groenlandica"
"3477","Pterospora andromedea"
"3478","Arnica mollis"
"3479","Carex scopulorum"
"3480","Elymus scribneri"
"3481","Polemonium viscosum"
"3482","Poa cusickii"
"3483","Saxifraga bronchialis"
"3484","Potentilla nivea"
"3485","Carex elynoides/Kobresia"
"3486","Dryas octopetala"
"3487","Carex scoparia"
"3488","Poa alpina/arctica"
"3489","Poa glauca"
"3490","Potentilla uniflora"
"3491","Draba aurea"
"3492","Potentilla rubricaulis"
"3493","Pseudocymopterus montanus"
"3494","Osmorhiza depauperata"
"3495","Lupinus argenteus"
"3496","Penstemon glaber"
"3497","Aquilegia coerulea"
"3498","Poa tracyi"
"3499","Geranium caespitosum"
"3500","Mentzelia laciniata"
"3501","Phleum alpinum"
"3502","Agrostis mertensii"
"3503","Poa leptocoma"
"3504","Saxifraga rhomboidea"
"3505","Carex ebenea"
"3506","Deschampsia cespitosa"
"3507","Draba breweri"
"3508","Arabis fendleri"
"3509","Senecio crassulus"
"3510","Agoseris aurantiaca"
"3511","Agoseris sp."
"3512","Sedum spp."
"3513","Rhodiola integrifolia"
"3514","Gentiana algida"
"3515","Saxifraga flagellaris"
"3516","Oreochrysum sp."
"3517","Poa wheeleri"
"3518","Sibbaldia procumbens"
"3519","Veronica wormskjoldii"
"3520","Corallorhiza maculata"
"3521","Potentilla pulcherrima"
"3522","Viola adunca"
"3523","Angelica grayi"
"3524","Caltha leptosepala"
"3525","Thalictrum fendleri"
"3526","Caltha leptosepala"
"3527","Oxypolis fendleri"
"3528","Ligusticum filicinum"
"3529","Trollius laxus"
"3530","Bromus ciliatus"
"3531","Packera fendleri"
"3532","Potentilla fissa"
"3533","Potentilla effusa"
"3534","Frasera speciosa"
"3535","Carex nova"
"3536","Pedicularis spp."
"3537","Erigeron pinnatisectus"
"3538","Hierochloe hirta"
"3539","Carex heteroneura"
"3540","Mertensia ciliata"
"3541","Allionia incarnata"
"3542","Cirsium scopulorum"
"3543","Gentiana parryi"
"3544","Silene drummondii"
"3545","Agoseris glauca"
"3546","Chimaphila umbellata"
"3547","Crepis nana"
"3548","Alisma gramineum"
"3549","Arenaria fendleri"
"3550","Silene acaulis"
"3551","Tetraneuris acaulis"
"3552","Tetraneuris acaulis"
"3553","Luzula multiflora"
"3554","Juncus biglumis"
"3555","Carex pachystachya"
"3556","Festuca rubra"
"3557","Festuca minutiflora"
"3558","Antennaria spp."
"3559","Potentilla spp."
"3560","Anemone multifida"
"3561","Valeriana edulis"
"3562","Trisetum sp."
"3563","Potentilla pensylvanica"
"3564","Erigeron canus"
"3565","Draba grayana"
"3566","Draba crassifolia"
"3567","Physocarpus monogynus"
"3568","Epilobium leptocarpum"
"3569","Agrostis humilis"
"3570","Veronica wormskjoldii"
"3571","Deschampsia sp."
"3572","Antennaria rosea"
"3573","Sedum debile"
"3574","Cryptogramma acrostichoides"
"3575","Erigeron melanocephalus"
"3576","Poa bigelovii"
"3577","Atriplex confertifolia"
"3578","Alyssum sp."
"3579","Alyssum desertorum"
"3580","Elymus lanceolatus"
"3581","Cymopterus purpurascens"
"3582","Arabis holboellii"
"3583","Crepis acuminata"
"3584","Crepis sp."
"3585","Crepis spp."
"3586","Lepidium perfoliatum"
"3587","Malcolmia africana"
"3588","Tetradymia sp."
"3589","Tetradymia canescens"
"3590","Tetradymia glabrata"
"3591","Chaenactis douglasii"
"3592","Poa bulbosa"
"3593","Tragopogon spp."
"3594","Pseudoroegneria spicata"
"3595","Erigeron divergens"
"3596","Allium nevadense"
"3597","Cardaria draba"
"3598","Tetradymia spp."
"3599","Sphaeralcea munroana"
"3600","Sphaeralcea grossulariifolia"
"3601","Pseudoroegneria spicata"
"3602","Artemisia nova"
"3603","Lathyrus brachycalyx"
"3604","Linanthus pungens"
"3605","Alyssum alyssoides"
"3606","Pseudoroegneria spicata"
"3607","Atriplex sp."
"3608","Castilleja angustifolia"
"3609","Linum perenne"
"3610","Linum spp."
"3611","Sanguisorba minor"
"3612","Onobrychis viciifolia"
"3613","Ipomopsis aggregata"
"3614","Cryptantha humilis"
"3615","Lewisia rediviva"
"3616","Pseudoroegneria sp."
"3617","Purshia spp."
"3618","Sarcobatus vermiculatus"
"3619","Phlox spp."
"3620","Collinsia parviflora"
"3621","Lomatium spp."
"3622","Arenaria sp."
"3623","Zigadenus paniculatus"
"3624","Collomia linearis"
"3625","Collomia tenella"
"3626","Eriogonum microthecum"
"3627","Crepis occidentalis"
"3628","Gilia spp."
"3629","Halogeton glomeratus"
"3630","Ericameria nauseosa"
"3631","Allium acuminatum"
"3632","Perityle stansburyi"
"3633","Chrysothamnus sp."
"3634","Echinocereus sp."
"3635","Echinocereus spp."
"3636","Crepis intermedia"
"3637","Cryptantha flavoculata"
"3638","Cirsium spp."
"3639","Balsamorhiza sagittata"
"3640","Atriplex argentea"
"3641","Bromus hordeaceus"
"3642","Zigadenus spp."
"3643","Vicia americana"
"3644","Gilia sinuata"
"3645","Symphoricarpos oreophilus"
"3646","Chenopodiaceae spp."
"3647","Chrysothamnus viscidiflorus"
"3648","Veronica biloba"
"3649","Erigeron concinnus"
"3650","Collomia spp."
"3651","Bassia americana"
"3652","Eriogonum sp."
"3653","Phoenicaulis cheiranthoides"
"3654","Tetradymia spinosa"
"3655","Orobanche spp."
"3656","Orobanche sp."
"3657","Lomatium sp."
"3658","Nyctaginaceae sp."
"3659","Penstemon palmeri"
"3660","Comandra sp."
"3661","Eriogonum racemosum"
"3662","Mertensia sp."
"3663","Eriogonum umbellatum"
"3664","Hackelia spp."
"3665","Hackelia floribunda"
"3666","Stenotus acaulis"
"3667","Brassica spp."
"3668","Castilleja linariifolia"
"3669","Epilobium brachycarpum"
"3670","Scrophulariaceae spp."
"3671","Hackelia sp."
"3672","Hackelia patens"
"3673","Camelina microcarpa"
"3674","Melica bulbosa"
"3675","Elymus elymoides"
"3676","Hexastylis arifolia"
"3677","Rhododendron periclymenoides"
"3678","Campanula divaricata"
"3679","Houstonia caerulea"
"3680","Scutellaria elliptica"
"3681","Aureolaria virginica"
"3682","Osmorhiza sp."
"3683","Lysimachia lanceolata"
"3684","Brachymenium erectum"
"3685","Spigelia sp."
"3686","Sanguinaria canadensis"
"3687","Vinca minor"
"3688","Circaea sp."
"3689","Panicum flexile"
"3690","Hieracium venosum"
"3691","Cunila origanoides"
"3692","Doellingeria infirma"
"3693","Aureolaria flava"
"3694","Linum virginianum"
"3695","Viola rotundifolia"
"3696","Phoradendron leucarpum"
"3697","Carya laciniosa"
"3698","Helianthus decapetalus"
"3699","Hypericum hypericoides"
"3700","Smallanthus uvedalius"
"3701","Pseudognaphalium obtusifolium"
"3702","Bromus racemosus"
"3703","Nandina domestica"
"3704","Triosteum angustifolium"
"3705","Smilax hugeri"
"3706","Packera anonyma"
"3707","Fagus sp."
"3708","Lobelia spicata"
"3709","Eutrochium sp."
"3710","Pleopeltis sp."
"3711","Cuscuta gronovii"
"3712","Cardamine parviflora"
"3713","Lamium purpureum"
"3714","Veronicastrum virginicum"
"3715","Astilbe biternata"
"3716","Pyrus communis"
"3717","Pueraria montana"
"3718","Securigera varia"
"3719","Mosla dianthera"
"3720","Acalypha ostryifolia"
"3721","Ranunculus parviflorus"
"3722","Arctium minus"
"3723","Valerianella radiata"
"3724","Triticum aestivum"
"3725","Gordonia lasianthus"
"3726","Tillandsia bartramii"
"3727","Lyonia lucida"
"3728","Ilex coriacea"
"3729","Lyonia ferruginea"
"3730","Osmanthus americanus"
"3731","Aeschynomene viscidula"
"3732","Astranthium integrifolium"
"3733","Chapmannia floridana"
"3734","Eryngium aromaticum"
"3735","Hieracium megacephalon"
"3736","Arnoglossum floridanum"
"3737","Carphephorus corymbosus"
"3738","Schizachyrium scoparium"
"3739","Rhynchospora cephalantha"
"3740","Stipulicida setacea"
"3741","Stenotaphrum secundatum"
"3742","Aristida condensata"
"3743","Cupressaceae sp."
"3744","Cyperus planifolius"
"3745","Ruellia caroliniensis"
"3746","Andropogon ternarius"
"3747","Eragrostis pectinacea"
"3748","Sabal etonia"
"3749","Dichanthelium ovale"
"3750","Cladium mariscus"
"3751","Chionanthus ligustrinus"
"3752","Lithospermum viride"
"3753","Rhexia virginica"
"3754","Microseris nutans"
"3755","Callisia rosea"
"3756","Sabal palmetto"
"3757","Berlandiera subacaulis"
"3758","Amphicarpum sp."
"3759","Solidago sempervirens"
"3760","Polanisia tenuifolia"
"3761","Anulocaulis leiosolenus"
"3762","Croton argenteus"
"3763","Phoebanthus grandiflorus"
"3764","Bacopa caroliniana"
"3765","Vitex rotundifolia"
"3766","Tephrosia chrysophylla"
"3767","Quercus ×neopalmeri"
"3768","Smilax ecirrhata"
"3769","Monotropa sp."
"3770","Pterocaulon sp."
"3771","Phoebanthus sp."
"3772","Solidago odora"
"3773","Eryngium aquaticum"
"3774","Aristida floridana"
"3775","Aristida purpurascens"
"3776","Stylisma patens"
"3777","Piriqueta cistoides"
"3778","Ilex myrtifolia"
"3779","Andropogon glaucopsis"
"3780","Polygonella polygama"
"3781","Utricularia sp."
"3782","Lycopodiella prostrata"
"3783","Cryptantha pusilla"
"3784","Andropogon glomeratus"
"3785","Balduina angustifolia"
"3786","Erythronium sp."
"3787","Pectis papposa"
"3788","Aristida mohrii"
"3789","Eryngium sp."
"3790","Aristida gyrans"
"3791","Tectaria sp."
"3792","Quercus chapmanii"
"3793","Selaginella viridissima"
"3794","Streptanthus carinatus"
"3795","Leontodon hispidus"
"3796","Andropogon brachystachyus"
"3797","Anacardiaceae sp."
"3798","Quercus imbricaria"
"3799","Evolvulus sericeus"
"3800","Physalis arenicola"
"3801","Balduina sp."
"3802","Aristida palustris"
"3803","Digitaria longiflora"
"3804","Pityopsis aspera"
"3805","Asclepias tomentosa"
"3806","Rhynchospora glomerata"
"3807","Aristida spp."
"3808","Dalea pinnata"
"3809","Palafoxia sp."
"3810","Triplasis sp."
"3811","Carex bromoides"
"3812","Ludwigia peruviana"
"3813","Peltandra virginica"
"3814","Decodon verticillatus"
"3815","Pontederia cordata"
"3816","Osmundaceae sp."
"3817","Decodon sp."
"3818","Acourtia runcinata"
"3819","Dryopteridaceae sp."
"3820","Delphinium carolinianum"
"3821","Cayaponia americana"
"3822","Loganiaceae sp."
"3823","Persea sp."
"3824","Habenaria repens"
"3825","Blechnaceae sp."
"3826","Centella erecta"
"3827","Ceratiola sp."
"3828","Tibouchina urvilleana"
"3829","Pleopeltis polypodioides"
"3830","Hypoxis curtissii"
"3831","Bejaria racemosa"
"3832","Phlox maculata"
"3833","Amphicarpum muehlenbergianum"
"3834","Smilacaceae sp."
"3835","Lachnanthes sp."
"3836","Panicum spp."
"3837","Eupatorium spp."
"3838","Paronychia americana"
"3839","Drosera capillaris"
"3840","Polygala rugelii"
"3841","Rhexia nuttallii"
"3842","Syngonanthus flavidulus"
"3843","Xyris caroliniana"
"3844","Conyza canadensis"
"3845","Crotalaria lanceolata"
"3846","Lachnocaulon anceps"
"3847","Aristida spiciformis"
"3848","Centella asiatica"
